show_id,title,director,cast,country,date_added,release_year,rating,duration,listed_in,type,
80211134,Baadshaho,Milan Luthria,"Ajay Devgn, Emraan Hashmi, Vidyut Jamwal, Ileana D'Cruz, Esha Gupta, Sanjay Mishra, Sunny Leone, Sharad Kelkar, Priyanshu Chatterjee, Denzil Smith",India,"October 16, 2017",2017,TV-14,135 min,"Action & Adventure, International Movies",Movie,
70271601,Closed Circuit,John Crowley,"Eric Bana, Rebecca Hall, Ciarán Hinds, Riz Ahmed, Anne-Marie Duff, Kenneth Cranham, Julia Stiles, Jim Broadbent, Denis Moschitto, Barbora Bobulova, Jemma Powell","United Kingdom, United States","October 16, 2017",2013,R,96 min,"Dramas, Thrillers",Movie,
80136786,Footprints in the Sand,,"Yenn Teoh, Leslie Chai, Elvis Chin, Candy Ice, Jacky Kam, Jordan Voon, Alvin Wong",United States,"October 16, 2017",2011,TV-14,1 Season,"International TV Shows, TV Dramas",TV Show,
80136788,In Laws,,"Kelvin Leong, Remon Lim, Loo Aye Keng, Lawrence Wong, Frederick Lee, Danielle Dai, Joey Leong",,"October 16, 2017",2016,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",TV Show,
80136787,La Femme,,"Zoe Tay, Ann Kok, Tiffany Leong, Tay Ping Hui, Yao Wenlong, Shaun Chen, Paige Chua, Nat Ho, Desmond Sim",,"October 16, 2017",2016,TV-14,1 Season,"International TV Shows, TV Dramas",TV Show,
80136454,Laws of Attraction,,"Wayne Chua, Frederick Lee, Steve Yap, Tiffany Leong, Aenie Wong, Kyo Chen, Angie Seow",,"October 16, 2017",2012,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",TV Show,
80204433,Lucknow Central,Ranjit Tiwari,"Farhan Akhtar, Diana Penty, Ronit Roy, Gippy Grewal, Deepak Dobriyal, Inaamulhaq, Rajesh Sharma",India,"October 16, 2017",2017,TV-14,144 min,"Dramas, International Movies, Music & Musicals",Movie,
80201824,A Scandall,Ishaan Trivedi,"Johnny Baweja, Reeth Mazumder, Manav Kaul, Tanvi Vyas, Puru Chibber, Vasundhara Kaul, Aayam Mehta, Niraj Sah",India,"October 15, 2017",2016,TV-MA,108 min,"International Movies, Thrillers",Movie,
80203782,Aisa Yeh Jahaan,Biswajeet Bora,"Palash Sen, Ira Dubey, Yashpal Sharma, Tinnu Anand, Prisha Dabbas, Kymsleen Kholie, Satish Sharma",India,"October 15, 2017",2015,TV-14,127 min,"Dramas, Independent Movies, International Movies",Movie,
80201829,Ankur Arora Murder Case,Sohail Tatari,"Kay Kay Menon, Tisca Chopra, Arjun Mathur, Paoli Dam, Vishakha Singh, Manish Chaudhary, Vishesh Tiwari, Harsh Chhaya",India,"October 15, 2017",2013,TV-14,127 min,"Dramas, International Movies, Thrillers",Movie,
80126016,Belief: The Possession of Janet Moses,David Stubbs,"Kura Forrester, William Davis, Tina Cook, Hariata Moriarty",New Zealand,"October 15, 2017",2015,TV-MA,90 min,"Documentaries, International Movies",Movie,
80202089,Calendar Girls,Madhur Bhandarkar,"Akanksha Puri, Avani Modi, Kyra Dutt, Ruhi Singh, Satarupa Pyne, Mita Vashisht, Keith Sequeira, Deepak Wadhwa, Indraneil Sengupta, Vikram Sakhalkar",India,"October 15, 2017",2015,TV-14,126 min,"Dramas, International Movies",Movie,
80203789,Darra,Parveen Kumar,"Gurpreet Ghuggi, Happy Raikoti, Kartar Cheema, Sardar Sohi, Shavendra Mahal, Karamjit Anmol, Pammi Bai, Nirmal Rishi, Manpreet Saggu",India,"October 15, 2017",2016,TV-14,121 min,"Dramas, International Movies",Movie,
80193423,El Che,Matías Gueilburt,Paco Ignacio Taibo II,Venezuela,"October 15, 2017",2017,TV-14,119 min,"Documentaries, International Movies",Movie,
80201825,Gour Hari Dastaan: The Freedom File,Ananth Narayan Mahadevan,"Vinay Pathak, Konkona Sen Sharma, Ranvir Shorey, Tannishtha Chatterjee, Rajit Kapoor, Vikram Gokhale, Vipin Sharma, Rahul Vohra, Saurabh Shukla, Asrani",India,"October 15, 2017",2015,TV-14,109 min,"Dramas, Independent Movies, International Movies",Movie,
80202376,Harry & Bunnie,Ah Loong,,Malaysia,"October 15, 2017",2017,TV-Y7,1 Season,"Kids' TV, TV Comedies",TV Show,
80028360,Jal,Girish Malik,"Purab Kohli, Tannishtha Chatterjee, Kirti Kulhari, Yashpal Sharma, Mukul Dev, Saidah Jules, Ravi Gossain, Rahul Singh",India,"October 15, 2017",2013,TV-14,132 min,"Dramas, Independent Movies, International Movies",Movie,
80203783,Macchli Jal Ki Rani Hai,Debaloy Dey,"Swara Bhaskar, Bhanu Uday, Murli Sharma, Deep Raj Rana, Reema Debnath, Hemant Pandey, Saurabh Dubey, Sakha Kalyani",India,"October 15, 2017",2014,TV-MA,118 min,"Horror Movies, International Movies",Movie,
80142617,Money,Martin Rosete,"Kellan Lutz, Jess Weixler, Jesse Williams, Jamie Bamber, Lucía Guerrero, Fredric Lehne","United States, Spain","October 15, 2017",2016,R,84 min,Thrillers,Movie,
80201823,One Night Stand,Jasmine D'Souza,"Tanuj Virwani, Sunny Leone, Narendra Jetley, Aamir Ahmed, Kapil Punjabi, Madhurima Banerjee, Ninad Kamat, Geeta Bisht",India,"October 15, 2017",2016,TV-MA,93 min,"Dramas, International Movies, Music & Musicals",Movie,
80190841,OtherLife,Ben C. Lucas,"Jessica De Gouw, T.J. Power, Thomas Cocquerel, Liam Graham, Clarence John Ryan, Maggie Meyer, Tiriel Mora, Priscilla-Anne Forder, Adriane Daff, Ian Toyne","Australia, United Arab Emirates","October 15, 2017",2017,TV-MA,96 min,"Dramas, Independent Movies, International Movies",Movie,
80115858,Sardaarji 2,Rohit Jugraj,"Jaswinder Bhalla, Sonam Bajwa, Diljit Dosanjh, Monica Gill","Australia, India","October 15, 2017",2016,TV-PG,145 min,"Action & Adventure, Comedies, International Movies",Movie,
80183199,Seven and Me,,"Leila Jolene, Flavio Parenti, Josefin Asplund",France,"October 15, 2017",2017,TV-G,1 Season,Kids' TV,TV Show,
80158547,Singapore,Shakti Samanta,"Shammi Kapoor, Padmini, Maria Menado, Shashikala, Agha, K.N. Singh, Madan Puri, Helen","India, Malaysia","October 15, 2017",1960,TV-PG,158 min,"Comedies, Dramas, International Movies",Movie,
80206827,Story of an Egg,Raj B. Shetty,"Raj B. Shetty, Usha Bhandary, Shailashree, Prakash Tuminadu, Amrutha Naik, Shreya Anchan, VJ Vineeth, Rahul Amin, Deepak Rai Panaje, Ramdas",India,"October 15, 2017",2017,TV-PG,132 min,"Comedies, International Movies, Romantic Movies",Movie,
80202090,Tamanchey,Navneet Behal,"Nikhil Dwivedi, Richa Chadha, Damandeep Singh Baggan, Vijay Pande, Talib Mehdi, Tushar Phulke, Mahesh Gupta, Prasad Labhe",India,"October 15, 2017",2014,TV-MA,111 min,"Action & Adventure, International Movies, Romantic Movies",Movie,
80203790,Teshan,Sukhbir Singh,"Happy Raikoti, Diljott, Prince Kanwaljit Singh, Karamjit Anmol, Harinder Bhullar, Virast Sandhu, Anita Devgan, Simran Sehajpal",India,"October 15, 2017",2016,TV-PG,133 min,"Comedies, International Movies, Romantic Movies",Movie,
80158391,Ujala,Naresh Saigal,"Mala Sinha, Shammi Kapoor, Raaj Kumar, Leela Chitnis, Dhumal, Kumkum",India,"October 15, 2017",1959,TV-PG,143 min,"Dramas, International Movies",Movie,
80201822,Veerappan,Ram Gopal Varma,"Sandeep Bharadwaj, Sachiin Joshi, Lisa Ray, Usha Jadhav, Nissar Khan, Krishna Shrikanth Iyengar",India,"October 15, 2017",2016,TV-14,117 min,"Action & Adventure, Dramas, International Movies",Movie,
80135640,West Coast Customs,,"Ryan Friedlinghaus, Hunter Clancey",United States,,2015,TV-G,6 Seasons,"Docuseries, Reality TV",TV Show,
80211540,Why Knot,Dhruv Dhawan,,"Canada, India, Thailand, United States, United Arab Emirates","October 15, 2017",2016,TV-MA,84 min,Documentaries,Movie,
80187205,This Is Not What I Expected,Derek Hui,"Takeshi Kaneshiro, Zhou Dongyu, Sun Yizhou, Ming Xi, Tony Yang, Lin Chi-ling",China,"October 14, 2017",2017,TV-PG,107 min,"Comedies, International Movies, Romantic Movies",Movie,
80180544,Ajaibnya Cinta,,,,"October 13, 2017",2015,TV-PG,1 Season,"International TV Shows, TV Dramas",TV Show,
80148070,Blessed Benefit,Mahmoud al Massad,"Ahmad Thaher, Maher Khammash, Odai Hijazi, Nadeem Rimawi, Mahmoud al Massad, Nadim Mushahwar","Germany, Jordan, Netherlands","October 13, 2017",2016,TV-14,83 min,"Comedies, Dramas, International Movies",Movie,
80155812,Clair Obscur,Yesim Ustaoglu,"Funda Eryiğit, Ecem Uzun, Mehmet Kurtulus, Okan Yalabik, Serkan Keskin, Sema Poyraz","Turkey, France, Germany, Poland","October 13, 2017",2016,TV-MA,102 min,"Dramas, International Movies",Movie,
80183198,"El Especial de Alex Fernández, el Especial",Jan Suter,Alex Fernández,Mexico,"October 13, 2017",2017,TV-MA,52 min,Stand-Up Comedy,Movie,
80158844,Kingdom of Us,Lucy Cohen,,United Kingdom,"October 13, 2017",2017,TV-MA,110 min,Documentaries,Movie,
80005756,The Adventures of Figaro Pho,,"Luke Jurevicius, Craig Behenna, Charlotte Hamlyn, Stavroula Mountzouris, Aletheia Burney",Australia,,2015,TV-Y7,2 Seasons,"Kids' TV, TV Comedies",TV Show,
80164456,The Babysitter,McG,"Samara Weaving, Hana Mae Lee, Judah Lewis, Robbie Amell, Bella Thorne, Andrew Bachelor, Emily Alyn Lind, Leslie Bibb, Ken Marino",United States,"October 13, 2017",2017,TV-MA,85 min,"Comedies, Horror Movies",Movie,
80174434,The Meyerowitz Stories (New and Selected),Noah Baumbach,"Adam Sandler, Ben Stiller, Dustin Hoffman, Elizabeth Marvel, Grace Van Patten, Emma Thompson, Candice Bergen, Rebecca Miller, Danny Flaherty, Sakina Jaffrey, Adam David Thompson",United States,"October 13, 2017",2017,TV-MA,113 min,"Comedies, Dramas, Independent Movies",Movie,
80103282,Barakah Meets Barakah,Mahmoud Sabbagh,"Hisham Fageeh, Fatima Al-Banawi, Sami Hifny, Khairia Nazmi, Abdulmajeed Al-Ruhaidi",Saudi Arabia,"October 12, 2017",2016,TV-14,88 min,"Comedies, International Movies, Romantic Movies",Movie,
80134526,Bomb Scared,Borja Cobeaga,"Javier Cámara, Julián López, Miren Ibarguren, Gorka Otxoa, Tina Sáinz, Ramón Barea",Spain,"October 12, 2017",2017,TV-MA,89 min,"Comedies, Independent Movies, International Movies",Movie,
80205204,Christina P: Mother Inferior,Jay Karas,Christina Pazsitzky,United States,"October 10, 2017",2017,TV-MA,59 min,Stand-Up Comedy,Movie,
80196216,Chris Brown: Welcome to My Life,Andrew Sandler,Chris Brown,United States,"October 7, 2017",2017,TV-MA,80 min,"Documentaries, Music & Musicals",Movie,
80174918,ID-0,,"Kazuyuki Okitsu, Minami Tsuda, Masaya Matsukaze, Sayaka Ohara, Rikiya Koyama, Hisako Kanemoto, Ari Ozawa, Junko Minagawa, Reina Ueda",Japan,"October 6, 2017",2017,TV-14,1 Season,"Anime Series, International TV Shows",TV Show,
80109399,Kibaoh Klashers,,"Ben Diskin, Cherami Leigh, Dakota Basseri, Keith Silverstein, Johnny Yong Bosch, Lucien Dodge, Jamie Simone, Nicolas Roye, Robbie Daymond, Michael Sorich",China,,2017,TV-Y7,2 Seasons,Kids' TV,TV Show,
80170301,Kung Fu Yoga,Stanley Tong,"Jackie Chan, Disha Patani, Amyra Dastur, Sonu Sood, Aarif Rahman, Miya Muqi, Zhang Yixing, Eric Tsang","China, India, Nepal","October 6, 2017",2017,TV-PG,107 min,"Action & Adventure, Comedies, International Movies",Movie,
80189623,The Death and Life of Marsha P. Johnson,David France,,United States,"October 6, 2017",2017,TV-MA,106 min,"Documentaries, LGBTQ Movies",Movie,
80063705,Word Party,,"Victor Yerrid, Alice Dinnean, Alon Williams, Donna Kimball, John Munro Cameron, John Tartaglia, Arty Casas, Dorien Davies, Misty Rosas, Patina Miller",United States,,2017,TV-Y,3 Seasons,Kids' TV,TV Show,
70281526,The Fosters,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States,,2017,TV-14,5 Seasons,TV Dramas,TV Show,
80199767,Cult of Chucky,Don Mancini,"Fiona Dourif, Michael Therriault, Adam Hurtig, Alex Vincent, Jennifer Tilly, Brad Dourif, Summer H. Howell, Grace Lynn Kung, Elisabeth Rosen, Zak Santiago, Ali Tataryn",United States,"October 3, 2017",2017,R,90 min,Horror Movies,Movie,
80191665,Rodney Carrington: Here Comes the Truth,Brandon Jones,Rodney Carrington,United States,"October 3, 2017",2017,TV-MA,66 min,Stand-Up Comedy,Movie,
80161921,Security,Alain Desrochers,"Antonio Banderas, Ben Kingsley, Liam McIntyre, Cung Le, Katherine de la Rocha, Chad Lindberg, Jiro Wang, Gabriella Wright, Shari Watson, John Strong",United States,"October 3, 2017",2017,R,92 min,Action & Adventure,Movie,
80011206,Zoo,,"James Wolk, Kristen Connolly, Nonso Anozie, Nora Arnezeder, Billy Burke, Carl Lumbly, Alyssa Diaz, Josh Salatin",United States,,2017,TV-14,3 Seasons,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy",TV Show,
80039069,Sleeping with Other People,Leslye Headland,"Jason Sudeikis, Alison Brie, Adam Scott, Jason Mantzoukas, Natasha Lyonne, Adam Brody, Amanda Peet",United States,"October 2, 2017",2015,R,101 min,"Comedies, Dramas, Independent Movies",Movie,
80198771,26 Years,Geun-hyun Cho,"Goo Jin, Hye-jin Han, Soo-bin Bae, Seul-ong Im, Kyeong-yeong Lee, Gwang Jang, Deok-jae Jo, Eui-sung Kim, Seok-Hwan An, Bok-gi Min",South Korea,"October 1, 2017",2012,TV-MA,135 min,"Dramas, International Movies, Thrillers",Movie,
80062096,April and the Extraordinary World,"Christian Desmares, Franck Ekinci","Angela Galuppo, Paul Giamatti, Susan Sarandon, Tony Hale, J.K. Simmons, Tony Robinow, Mark Camacho, Tod Fennell, Carlos Alazraqui, Kari Wahlgren","France, Canada, Belgium","October 1, 2017",2015,PG,107 min,"Action & Adventure, Comedies, International Movies",Movie,
70291096,Barbie & Her Sisters in a Pony Tale,Kyran Kelly,"Kelly Sheridan, Kazumi Evans, Claire Corlett, Ashlyn Drummond, Alex Kelly, Tabitha St. Germain, Shannon Chan-Kent",United States,"October 1, 2017",2013,TV-Y,74 min,Children & Family Movies,Movie,
70130483,Barbie in A Mermaid Tale,Adam Wood,"Kelly Sheridan, Kathleen Barr, Tabitha St. Germain, Peter Mel, Nakia Burrise, Maryke Hendrikse, Emma Pierson, Ciara Janson, Garry Chalk, Nicole Oliver",United States,"October 1, 2017",2010,TV-Y,74 min,Children & Family Movies,Movie,
80031038,Barbie in Princess Power,Zeke Norton,"Kelly Sheridan, Britt Irvin, Michael Kopsa, Rebecca Husain, Kira Tozer",United States,"October 1, 2017",2015,TV-Y,74 min,Children & Family Movies,Movie,
80065930,Barbie in Rock 'N Royals,Karen J. Lloyd,"Kelly Sheridan, Chiara Zanni, Bethany Brown, Devyn Dalton, Michael Dobson, Brynna Drummond, Rachel Harrison, Alessandro Juliani, Peter Kelamis, Omari Newton, Ingrid Nilson, Nicole Oliver, Shaun Smyth, Kira Tozer",United States,"October 1, 2017",2015,TV-Y,83 min,Children & Family Movies,Movie,
80112370,Barbie Star Light Adventure,"Andrew Tan, Michael Goguen","Erica Lindbeck, Robbie Daymond, Kimberly Woods, Sarah Anne Williams, Michael Chandler, Dwight Schultz, Ben Bledsoe, Jonathan Lipow, Lucien Dodge, Laura Post",United States,"October 1, 2017",2016,TV-Y,79 min,Children & Family Movies,Movie,
70165189,Barbie: A Fairy Secret,William Lau,"Diana Kaarina, Adrian Petriw, Britt Irvin, Cassandra Morris, Kate Higgins, Silvio Pollio, Brittney Wilson, Alexandra Carter, Nicole Oliver, Barbara Tyson",United States,"October 1, 2017",2010,TV-Y7,72 min,Children & Family Movies,Movie,
70197459,Barbie: Princess Charm School,Ezekiel Norton,"Diana Kaarina, Morwenna Banks, Nicole Oliver, Brittney Wilson, Ali Liebert, Shannon Chan-Kent, Madeleine Peters, Cathy Weseluck, Ellen Kennedy, Vincent Tong, Derek Waters, Brian Drummond, Tabitha St. Germain, Bethany Brown, Miranda Nolte, Kelly Metzger, Kazumi Evans, Anna Cummer","United States, Canada","October 1, 2017",2011,TV-Y,80 min,Children & Family Movies,Movie,
80095193,Barbie: Spy Squad,Conrad Helten,"Erica Lindbeck, Stephanie Sheh, Jenny Pellicer, Alyssya Swales, Elizabeth Irving, Brian Dobson, Rebecca Husain, Cathy Weseluck","United States, Canada","October 1, 2017",2016,TV-Y,75 min,Children & Family Movies,Movie,
70246439,Barbie: The Princess & the Popstar,Ezekiel Norton,"Kelly Sheridan, Jennifer Waris, Ashleigh Ball, Tiffany Kathryn, Ellie King, Peter Kelamis, Jonathan Holmes, Allison Warnyca, Christopher Gaze, Lauren Lavoie",United States,"October 1, 2017",2012,TV-Y,75 min,Children & Family Movies,Movie,
80158155,Barbie: Video Game Hero,"Conrad Helten, Ezekiel Norton, Michael Goguen","Erica Lindbeck, Sienna Bohn, Shannon Chan-Kent, Michael Dobson, Alyssya Swales, Rebekah Asselstine, Brad Swaile, Sam Vincent, Ingrid Nilson, Nesta Cooper",United States,"October 1, 2017",2017,TV-Y,72 min,Children & Family Movies,Movie,
80202539,Beyblade Burst,,"Marina Inoue, Junya Enoki, Fumihiro Okabayashi, Tsubasa Yonaga, Ayahi Takagaki, Yu Kobayashi",Japan,"October 1, 2017",2016,TV-Y7,1 Season,"Anime Series, Kids' TV",TV Show,
80063617,Boy and the World,Alê Abreu,"Vinícius Garcia, Felipe Zilse, Alê Abreu, Lu Horta, Marco Aurélio Campos, Cassius Romero, Alfredo Rollo",Brazil,"October 1, 2017",2013,PG,80 min,Children & Family Movies,Movie,
70155629,Charmed,,"Holly Marie Combs, Alyssa Milano, Brian Krause, Rose McGowan, Shannen Doherty, Dorian Gregory",United States,,2005,TV-PG,8 Seasons,"Romantic TV Shows, TV Comedies, TV Dramas",TV Show,
80204252,City in the Sky,,,United Kingdom,"October 1, 2017",2016,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV",TV Show,
80107077,Cleverman,,"Hunter Page-Lochard, Rob Collins, Deborah Mailman, Ryan Corr, Stef Dawson, Iain Glen, Frances O'Connor, Tasma Walton, Tony Briggs","Australia, New Zealand, United States",,2017,TV-MA,2 Seasons,"TV Dramas, TV Sci-Fi & Fantasy, TV Thrillers",TV Show,
80191075,Equestria Girls: Tales of Canterlot High,,"Tara Strong, Ashleigh Ball, Andrea Libman, Tabitha St. Germain, Cathy Weseluck, Rebecca Shoichet, Andrew Toth, Ali Liebert","United States, Canada","October 1, 2017",2017,TV-Y,1 Season,"Kids' TV, TV Comedies",TV Show,
80204401,Food: Delicious Science,,"Michael Mosley, James Wong",,"October 1, 2017",2017,TV-PG,1 Season,"Docuseries, Science & Nature TV",TV Show,
80202503,For Your Own Good,Carlos Therón,"Jose Coronado, Javier Cámara, Roberto Álamo, Pilar Castro, María Pujalte, Carmen Ruiz, Silvia Alonso, Georgina Amorós, Andrea Ros, Miki Esparbé",Spain,"October 1, 2017",2017,TV-MA,93 min,"Comedies, International Movies",Movie,
80147971,Franca: Chaos and Creation,Francesco Carrozzini,,"United States, Italy","October 1, 2017",2016,TV-MA,79 min,"Documentaries, International Movies",Movie,
70257412,Frances Ha,Noah Baumbach,"Greta Gerwig, Mickey Sumner, Charlotte d'Amboise, Adam Driver, Hannah Dunne, Michael Esper, Grace Gummer, Patrick Heusinger, Josh Hamilton, Cindy Katz, Maya Kazan, Justine Lupe, Britta Phillips, Juliet Rylance, Dean Wareham, Michael Zegen","United States, Brazil","October 1, 2017",2012,R,86 min,"Comedies, Dramas, Independent Movies",Movie,
80172937,Generation Iron 2,Vlad Yudin,,United States,"October 1, 2017",2017,PG-13,107 min,"Documentaries, Sports Movies",Movie,
80118280,Ghost Patrol,Karen J. Lloyd,"Scott McNeil, Vincent Tong, Travis Turner, Shannon Chan-Kent, Lili Beaudoin",Canada,"October 1, 2017",2016,TV-Y7-FV,47 min,"Children & Family Movies, Comedies",Movie,
70155618,Gilmore Girls,,"Lauren Graham, Alexis Bledel, Scott Patterson, Keiko Agena, Yanic Truesdale, Kelly Bishop, Edward Herrmann, Melissa McCarthy, Sean Gunn, Liza Weil, Liz Torres, Jared Padalecki",United States,,2006,TV-14,7 Seasons,"Romantic TV Shows, TV Comedies, TV Dramas",TV Show,
80204402,Great Yellowstone Thaw,,,United Kingdom,"October 1, 2017",2017,TV-PG,1 Season,"Docuseries, Science & Nature TV",TV Show,
80135360,I Am Bolt,"Benjamin Turner, Gabe Turner",Usain Bolt,United Kingdom,"October 1, 2017",2016,PG,107 min,"Documentaries, Sports Movies",Movie,
70286355,I'm in Love with a Church Girl,Steve Race,"Ja Rule, Adrienne Bailon, Stephen Baldwin, Vincent Pastore, Michael Madsen, T-Bone, Martin Kove, Toby Mac",United States,"October 1, 2017",2013,PG,119 min,"Dramas, Faith & Spirituality, Romantic Movies",Movie,
80150246,Ice Guardians,Brett Harvey,"Dave Brown, Brett Hull, Rob Ray, Jarome Iginla, Wendel Clark, Scott Parker, Dave schultz, Jay Baruchel","Canada, Ireland, United States","October 1, 2017",2016,TV-MA,108 min,"Documentaries, International Movies, Sports Movies",Movie,
80156995,Justice in the City,,"Chris Tong, Shaun Chen, Emily Lim, Remus Kam, Zhang Shui Fa",,"October 1, 2017",2012,TV-14,1 Season,"International TV Shows, TV Dramas",TV Show,
80017272,Kahlil Gibran's The Prophet,"Roger Allers, Gaëtan Brizzi, Paul Brizzi, Joan C. Gratz, Mohammed Saeed Harib, Tomm Moore, Nina Paley, Bill Plympton, Joann Sfar, Michael Socha","Liam Neeson, Salma Hayek, John Krasinski, Frank Langella, Alfred Molina, John Rhys-Davies, Quvenzhané Wallis","United States, France, Canada, Lebanon, Qatar","October 1, 2017",2014,PG,85 min,"Children & Family Movies, Dramas",Movie,
80075828,Miss Hokusai,Keiichi Hara,"Anne Watanabe, Yutaka Matsushige, Gaku Hamada, Kengo Kora, Jun Miho, Shion Shimizu, Michitaka Tsutsui, Ethan Murray, Kevin T. Collins, Barbara Goodson, Cindy Robinson, Mike Pollock, Robbie Daymond, Marc Diraison, Richard Epcar, Erica Lindbeck",Japan,"October 1, 2017",2015,PG-13,90 min,Anime Features,Movie,
80095089,Monster High: Great Scarrier Reef,William Lau,"Larissa Galagher, Kate Higgins, Debi Derryberry, Salli Saffioti, America Young, Evan Smith, Lyndsy Kail, Rachel Staman, Cherami Leigh, Paula Rhodes, Erin Fitzgerald",United States,"October 1, 2017",2016,TV-Y7,72 min,Children & Family Movies,Movie,
80208176,Monster High: New Ghoul at School,"Audu Paden, Eric Radomski","Kate Higgins, Salli Saffioti, Debi Derryberry, Laura Bailey, Yuri Lowenthal, Audu Paden, Troy Baker, Erin Fitzgerald",United States,"October 1, 2017",2010,TV-Y7,23 min,Children & Family Movies,Movie,
80116741,My Life as a Zucchini,Claude Barras,"Gaspard Schlatter, Sixtine Murat, Paulin Jaccoud, Michel Vuillermoz, Raul Ribera, Estelle Hennard, Elliot Sanchez, Lou Wick, Brigitte Rosset, Natacha Koutchoumov, Monica Budde, Adrien Barazzone, Will Forte, Nick Offerman, Ellen Page, Amy Sedaris","Switzerland, France","October 1, 2017",2016,PG-13,68 min,"Comedies, Dramas, International Movies",Movie,
80204400,Nature's Great Race,,Liz Bonnin,United Kingdom,"October 1, 2017",2016,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV",TV Show,
80171004,Noddy Toyland Detective,,,"France, United Kingdom, United States",,2016,TV-Y,2 Seasons,Kids' TV,TV Show,
80063290,Phantom Boy,"Jean-Loup Felicioli, Alain Gagnol","Marcus D'Angelo, Vincent D'Onofrio, Fred Armisen, Jared Padalecki, Joey Camen, Brian T. Delaney, Melissa Disney, Bill Lobley, Amanda Céline Miller, Dana Snyder, Stephanie Sheh","France, Belgium","October 1, 2017",2015,PG,85 min,"Action & Adventure, Dramas, International Movies",Movie,
80187223,PJ Masks,,"Jacob Ewaniuk, Kyle Breitkopf, Addison Holley","France, United Kingdom","October 1, 2017",2016,TV-Y,1 Season,Kids' TV,TV Show,
70136140,Star Trek,,"William Shatner, Leonard Nimoy, DeForest Kelley, Nichelle Nichols, James Doohan, George Takei, Walter Koenig, Grace Lee Whitney, Majel Barrett",United States,,1968,TV-PG,3 Seasons,"Classic & Cult TV, TV Action & Adventure, TV Sci-Fi & Fantasy",TV Show,
70158332,Star Trek: Enterprise,,"Scott Bakula, John Billingsley, Jolene Blalock, Dominic Keating, Anthony Montgomery, Linda Park, Connor Trinneer",United States,,2004,TV-PG,4 Seasons,"Classic & Cult TV, TV Action & Adventure, TV Sci-Fi & Fantasy",TV Show,
70158331,Star Trek: Voyager,,"Kate Mulgrew, Robert Beltran, Roxann Dawson, Jennifer Lien, Robert Duncan McNeill, Ethan Phillips, Robert Picardo, Tim Russ, Jeri Ryan, Garrett Wang, Tarik Ergin",United States,,2000,TV-PG,7 Seasons,"TV Action & Adventure, TV Sci-Fi & Fantasy",TV Show,
80190518,Sudden,,"Rui En, Romeo Tan, Rebecca Lim, Zhang Zhenhuan",,"October 1, 2017",2013,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",TV Show,
80002999,The Code,,"Dan Spielman, Ashley Zukerman, Adele Perovic, Adam Garcia, Chelsie Preston Crayford, Paul Tassone, Dan Wyllie, Lucy Lawless, Aden Young, David Wenham",Australia,"October 1, 2017",2014,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",TV Show,
80157275,The Dream Catchers,,"Rui En, Tay Ping Hui, Jesseca Liu, Shaun Chen, Elvin Ng, Nat Ho, Dawn Yeoh, Paige Chua, Zhang Zhenhuan",,"October 1, 2017",2009,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",TV Show,
80162195,The Free Man,Toa Fraser,Jossi Wells,New Zealand,"October 1, 2017",2016,TV-PG,84 min,"Documentaries, Sports Movies",Movie,
80106036,The Lion Woman,Vibeke Idsøe,"Rolf Lassgård, Kjersti Tveterås, Rolf Kristian Larsen, Ole Johan Skjelbred-Knutsen, Karen-Lise Mynster, Ida Ursin-Holm, Lisa Loven Kongsli, Connie Nielsen, Henrik Mestad, Kåre Conradi, Mathilde Thomine Storm","Norway, Germany","October 1, 2017",2016,TV-PG,118 min,"Dramas, International Movies",Movie,
80198687,The President's Barber,Chan-sang Lim,"Kang-ho Song, So-ri Moon, Jae-eung Lee, Yeong-jin Jo, Byung-ho Son, Yong-soo park, Seung-soo Ryu, Ju-sang Yun, Gyu-su Jeong, Dal-su Oh",South Korea,"October 1, 2017",2004,TV-MA,116 min,"Comedies, Dramas, International Movies",Movie,
80163353,Tokyo Idols,Kyoko Miyake,,"United Kingdom, Canada, Japan","October 1, 2017",2017,TV-14,89 min,"Documentaries, International Movies, Music & Musicals",Movie,
80162246,Verónica,"Carlos Algara, Alejandro Martinez-Beltran","Arcelia Ramírez, Olga Segura, Sofía Garza",Mexico,"October 1, 2017",2017,TV-MA,81 min,"Dramas, Independent Movies, International Movies",Movie,
80112371,Welcome to Monster High: The Origin Story,"Stephen Donnelly, Olly Reid, Jun Falkenstein","Debi Derryberry, Cassandra Morris, Salli Saffioti, Larissa Gallagher, Cristina Milizia, Michael Sorich, Jonquil Goode, Travis Dresden, Evan Smith",United States,"October 1, 2017",2016,TV-Y7,73 min,Children & Family Movies,Movie,
