Id,Claw_length_cm,Size_cm,Tail_length_cm,Weight_kg,Specie,Sub_specie,Sub_specie_category,Endangered
1107,8.348,50.761,6.087,3.201,three_toed,Pale-throated sloth,6,least_concern
1108,6.147,48.85,4.616,4.816,three_toed,Pale-throated sloth,6,least_concern
1109,6.311,48.775,5.2,4.73,three_toed,Pale-throated sloth,6,least_concern
1110,8.875,49.806,5.411,3.386,three_toed,Pale-throated sloth,6,least_concern
1111,7.027,50.433,3.395,2.991,three_toed,Pale-throated sloth,6,least_concern
1112,9.703,48.409,5.261,5.192,three_toed,Pale-throated sloth,6,least_concern
1113,6.395,49.396,3.743,5.582,three_toed,Pale-throated sloth,6,least_concern
1114,7.19,49.792,3.457,6.373,three_toed,Pale-throated sloth,6,least_concern
1115,6.437,50.286,4.48,2.962,three_toed,Pale-throated sloth,6,least_concern
1116,6.628,51.342,4.273,5.853,three_toed,Pale-throated sloth,6,least_concern
1117,7.939,48.522,4.509,4.821,three_toed,Pale-throated sloth,6,least_concern
1118,7.427,51.08,4.654,3.169,three_toed,Pale-throated sloth,6,least_concern
1119,7.304,50.539,4.622,3.575,three_toed,Pale-throated sloth,6,least_concern
1120,8.088,49.923,3.524,5.633,three_toed,Pale-throated sloth,6,least_concern
1121,8.262,49.094,5.385,4.481,three_toed,Pale-throated sloth,6,least_concern
1122,8.277,50.937,5.415,4.063,three_toed,Pale-throated sloth,6,least_concern
1123,6.79,50.034,4.471,3.551,three_toed,Pale-throated sloth,6,least_concern
1124,8.217,49.011,3.533,6.121,three_toed,Pale-throated sloth,6,least_concern
1125,7.915,49.682,5.481,4.341,three_toed,Pale-throated sloth,6,least_concern
1126,6.975,49.589,5.65,5.019,three_toed,Pale-throated sloth,6,least_concern
1127,6.368,48.698,4.882,5.139,three_toed,Pale-throated sloth,6,least_concern
1128,8.244,50.404,5.039,4.688,three_toed,Pale-throated sloth,6,least_concern
1129,7.12,49.59,5.624,3.565,three_toed,Pale-throated sloth,6,least_concern
1130,5.436,49.198,4.637,2.895,three_toed,Pale-throated sloth,6,least_concern
1131,7.84,49.813,5.651,5.524,three_toed,Pale-throated sloth,6,least_concern
1132,7.506,49.739,5.804,5.731,three_toed,Pale-throated sloth,6,least_concern
1133,7.237,49.743,5.35,6.394,three_toed,Pale-throated sloth,6,least_concern
1134,8.333,49.892,5.014,4.475,three_toed,Pale-throated sloth,6,least_concern
1135,8.399,50.957,5.059,5.248,three_toed,Pale-throated sloth,6,least_concern
1136,7.102,50.392,4.221,1.223,three_toed,Pale-throated sloth,6,least_concern
1137,6.349,49.126,6.462,4.706,three_toed,Pale-throated sloth,6,least_concern
1138,6.365,50.907,4.677,4.767,three_toed,Pale-throated sloth,6,least_concern
1139,6.01,51.132,3.793,3.221,three_toed,Pale-throated sloth,6,least_concern
1140,7.292,49.677,4.784,7.667,three_toed,Pale-throated sloth,6,least_concern
1141,8.154,50.899,6.471,5.628,three_toed,Pale-throated sloth,6,least_concern
1142,7.195,49.905,4.855,5.737,three_toed,Pale-throated sloth,6,least_concern
1143,7.526,50.524,4.835,4.733,three_toed,Pale-throated sloth,6,least_concern
1144,8.227,49.78,5.286,4.453,three_toed,Pale-throated sloth,6,least_concern
1145,6.63,50.966,4.724,4.454,three_toed,Pale-throated sloth,6,least_concern
1146,7.284,47.19,4.925,3.016,three_toed,Pale-throated sloth,6,least_concern
1147,9.105,49.361,4.133,4.364,three_toed,Pale-throated sloth,6,least_concern
1148,7.678,50.434,3.955,2.235,three_toed,Pale-throated sloth,6,least_concern
1149,8.037,50.567,4.931,4.484,three_toed,Pale-throated sloth,6,least_concern
1150,8.72,50.188,4.513,5.12,three_toed,Pale-throated sloth,6,least_concern
1151,6.879,49.733,4.356,4.432,three_toed,Pale-throated sloth,6,least_concern
1152,8.096,50.031,4.451,3.427,three_toed,Pale-throated sloth,6,least_concern
1153,5.599,50.751,7.158,3.805,three_toed,Pale-throated sloth,6,least_concern
1154,8.564,50.884,4.568,3.667,three_toed,Pale-throated sloth,6,least_concern
1155,7.173,51.386,3.617,4.074,three_toed,Pale-throated sloth,6,least_concern
1156,7.228,48.849,6.082,5.65,three_toed,Pale-throated sloth,6,least_concern
1157,8.149,49.721,5.798,4.368,three_toed,Pale-throated sloth,6,least_concern
1158,6.77,50.642,4.751,5.585,three_toed,Pale-throated sloth,6,least_concern
1159,7.676,50.016,4.654,4.521,three_toed,Pale-throated sloth,6,least_concern
1160,9.855,51.121,5.573,5.834,three_toed,Pale-throated sloth,6,least_concern
1161,8.131,48.201,5.955,3.615,three_toed,Pale-throated sloth,6,least_concern
1162,7.6,50.77,5.853,4.189,three_toed,Pale-throated sloth,6,least_concern
1163,5.925,50.485,4.806,3.348,three_toed,Pale-throated sloth,6,least_concern
1164,7.247,47.991,5.58,2.01,three_toed,Pale-throated sloth,6,least_concern
1165,6.804,49.416,5.15,5.286,three_toed,Pale-throated sloth,6,least_concern
1166,7.602,47.146,5.352,4.666,three_toed,Pale-throated sloth,6,least_concern
1167,8.199,50.137,3.863,5.702,three_toed,Pale-throated sloth,6,least_concern
1168,7.971,49.577,5.141,5.386,three_toed,Pale-throated sloth,6,least_concern
1169,7.441,49.113,3.876,4.388,three_toed,Pale-throated sloth,6,least_concern
1170,7.636,49.203,3.855,2.196,three_toed,Pale-throated sloth,6,least_concern
1171,8.602,49.875,4.155,4.945,three_toed,Pale-throated sloth,6,least_concern
1172,7.924,50.065,5.777,6.477,three_toed,Pale-throated sloth,6,least_concern
1173,7.817,49.692,4.443,5.919,three_toed,Pale-throated sloth,6,least_concern
1174,6.463,49.462,3.57,4.107,three_toed,Pale-throated sloth,6,least_concern
1175,7.841,49.025,5.924,5.713,three_toed,Pale-throated sloth,6,least_concern
1176,8.826,48.108,4.337,1.932,three_toed,Pale-throated sloth,6,least_concern
1177,8.216,52.451,4.374,3.395,three_toed,Pale-throated sloth,6,least_concern
1178,7.365,50.171,4.151,5.993,three_toed,Pale-throated sloth,6,least_concern
1179,6.655,50.346,6.245,7.477,three_toed,Pale-throated sloth,6,least_concern
1180,7.608,48.942,6.668,5.754,three_toed,Pale-throated sloth,6,least_concern
1181,7.605,50.018,4.619,6.303,three_toed,Pale-throated sloth,6,least_concern
1182,6.684,48.969,4.828,3.801,three_toed,Pale-throated sloth,6,least_concern
1183,8.883,49.799,3.843,3.168,three_toed,Pale-throated sloth,6,least_concern
1184,8.133,50.258,5.785,6.544,three_toed,Pale-throated sloth,6,least_concern
1185,7.298,48.321,6.438,5.045,three_toed,Pale-throated sloth,6,least_concern
1186,6.956,48.481,4.493,4.841,three_toed,Pale-throated sloth,6,least_concern
1187,8.616,50.394,4.83,4.566,three_toed,Pale-throated sloth,6,least_concern
1188,8.132,49.726,4.1,5.707,three_toed,Pale-throated sloth,6,least_concern
1189,6.904,51.864,6.35,5.664,three_toed,Pale-throated sloth,6,least_concern
1190,6.217,50.666,5.743,6.01,three_toed,Pale-throated sloth,6,least_concern
1191,7.056,48.578,4.815,4.441,three_toed,Pale-throated sloth,6,least_concern
1192,9.32,51.833,6.294,4.48,three_toed,Pale-throated sloth,6,least_concern
1193,7.597,50.453,4.986,5.537,three_toed,Pale-throated sloth,6,least_concern
1194,7.66,51.37,4.157,5.756,three_toed,Pale-throated sloth,6,least_concern
1195,8.4,51.659,4.965,4.883,three_toed,Pale-throated sloth,6,least_concern
1196,6.273,48.753,5.281,4.644,three_toed,Pale-throated sloth,6,least_concern
1197,8.368,49.961,4.866,5.024,three_toed,Pale-throated sloth,6,least_concern
1198,7.5,49.889,5.614,5.433,three_toed,Pale-throated sloth,6,least_concern
1199,8.257,48.459,5.235,3.946,three_toed,Pale-throated sloth,6,least_concern
1200,6.488,48.601,5.873,3.868,three_toed,Pale-throated sloth,6,least_concern
1201,6.663,50.533,5.826,5.527,three_toed,Pale-throated sloth,6,least_concern
1202,5.352,49.778,4.414,5.591,three_toed,Pale-throated sloth,6,least_concern
1203,9.049,50.49,5.599,5.241,three_toed,Pale-throated sloth,6,least_concern
1204,5.973,50.266,4.048,5.122,three_toed,Pale-throated sloth,6,least_concern
1205,7.015,50.936,5.716,6.678,three_toed,Pale-throated sloth,6,least_concern
1206,7.157,48.89,4.398,2.567,three_toed,Pale-throated sloth,6,least_concern
1207,7.464,50.037,5.574,5.303,three_toed,Pale-throated sloth,6,least_concern
1208,5.784,51.357,5.987,3.449,three_toed,Pale-throated sloth,6,least_concern
1209,6.949,50.666,4.129,3.045,three_toed,Pale-throated sloth,6,least_concern
1210,6.718,51.1,5.002,4.323,three_toed,Pale-throated sloth,6,least_concern
1211,10.39,47.538,5.479,3.811,three_toed,Pale-throated sloth,6,least_concern
1212,6.607,50.555,4.936,5.331,three_toed,Pale-throated sloth,6,least_concern
1213,7.278,49.187,5.877,4.011,three_toed,Pale-throated sloth,6,least_concern
1214,6.372,52.389,5.167,5.606,three_toed,Pale-throated sloth,6,least_concern
1215,8.965,50.032,4.276,4.316,three_toed,Pale-throated sloth,6,least_concern
1216,7.415,51.528,4.98,3.96,three_toed,Pale-throated sloth,6,least_concern
1217,7.175,50.015,5.908,3.087,three_toed,Pale-throated sloth,6,least_concern
1218,5.702,49.413,5.829,5.404,three_toed,Pale-throated sloth,6,least_concern
1219,5.768,49.044,5.291,6.327,three_toed,Pale-throated sloth,6,least_concern
1220,4.444,49.956,4.225,5.512,three_toed,Pale-throated sloth,6,least_concern
1221,6.908,51.543,4.676,5.884,three_toed,Pale-throated sloth,6,least_concern
1222,6.511,48.541,5.395,4.939,three_toed,Pale-throated sloth,6,least_concern
1223,9.056,50.818,5.274,5.941,three_toed,Pale-throated sloth,6,least_concern
1224,6.422,50.94,4.612,4.553,three_toed,Pale-throated sloth,6,least_concern
1225,7.552,49.493,3.196,5.106,three_toed,Pale-throated sloth,6,least_concern
1226,7.338,50.529,4.572,5.904,three_toed,Pale-throated sloth,6,least_concern
1227,7.175,50.565,7.134,5.978,three_toed,Pale-throated sloth,6,least_concern
1228,5.837,50.305,3.804,3.65,three_toed,Pale-throated sloth,6,least_concern
1229,6.055,52.504,4.736,3.709,three_toed,Pale-throated sloth,6,least_concern
1230,5.69,50.194,4.101,6.22,three_toed,Pale-throated sloth,6,least_concern
1231,7.352,48.294,5.629,5.842,three_toed,Pale-throated sloth,6,least_concern
1232,9.156,49.117,4.416,5.997,three_toed,Pale-throated sloth,6,least_concern
1233,8.115,50.24,5.674,4.699,three_toed,Pale-throated sloth,6,least_concern
1234,7.961,50.749,5.026,2.396,three_toed,Pale-throated sloth,6,least_concern
1235,8.181,49.715,6.036,5.596,three_toed,Pale-throated sloth,6,least_concern
1236,8.898,50.73,6.06,5.12,three_toed,Pale-throated sloth,6,least_concern
1237,6.915,49.996,6.179,4.577,three_toed,Pale-throated sloth,6,least_concern
1238,6.779,50.986,4.714,6.375,three_toed,Pale-throated sloth,6,least_concern
1239,7.118,50.371,5.557,5.08,three_toed,Pale-throated sloth,6,least_concern
1240,7.166,49.701,5.033,4.137,three_toed,Pale-throated sloth,6,least_concern
1241,8.398,49.191,3.745,3.151,three_toed,Pale-throated sloth,6,least_concern
1242,7.891,48.442,4.397,5.008,three_toed,Pale-throated sloth,6,least_concern
1243,6.779,50.614,5.846,3.365,three_toed,Pale-throated sloth,6,least_concern
1244,7.437,50.808,7.664,5.615,three_toed,Pale-throated sloth,6,least_concern
1245,7.193,51.742,5.097,5.162,three_toed,Pale-throated sloth,6,least_concern
1246,10.117,49.958,6.19,3.72,three_toed,Pale-throated sloth,6,least_concern
1247,7.773,50.395,5.91,4.682,three_toed,Pale-throated sloth,6,least_concern
1248,6.654,49.698,4.553,3.95,three_toed,Pale-throated sloth,6,least_concern
1249,7.886,49.192,3.969,5.53,three_toed,Pale-throated sloth,6,least_concern
1250,5.722,51.121,3.782,4.993,three_toed,Pale-throated sloth,6,least_concern
1251,6.724,49.078,3.094,4.726,three_toed,Pale-throated sloth,6,least_concern
1252,7.622,50.36,4.064,5.079,three_toed,Pale-throated sloth,6,least_concern
1253,6.457,49.628,4.461,4.173,three_toed,Pale-throated sloth,6,least_concern
1254,8.276,49.896,5.771,6.17,three_toed,Pale-throated sloth,6,least_concern
1255,7.147,51.293,5.761,4.892,three_toed,Pale-throated sloth,6,least_concern
1256,8.292,50.551,4.141,6.337,three_toed,Pale-throated sloth,6,least_concern
1257,6.751,50.677,4.271,3.921,three_toed,Pale-throated sloth,6,least_concern
1258,7.588,51.863,4.149,3.945,three_toed,Pale-throated sloth,6,least_concern
1259,8.703,52.135,3.49,4.383,three_toed,Pale-throated sloth,6,least_concern
1260,5.766,49,4.219,4.884,three_toed,Pale-throated sloth,6,least_concern
1261,8.506,49.251,4.144,6.506,three_toed,Pale-throated sloth,6,least_concern
1262,9.071,50.495,4.807,5.194,three_toed,Pale-throated sloth,6,least_concern
1263,6.32,48.824,5.502,2.641,three_toed,Pale-throated sloth,6,least_concern
1264,7.931,50.211,5.067,5.312,three_toed,Pale-throated sloth,6,least_concern
1265,7.33,50.108,5.955,5.007,three_toed,Pale-throated sloth,6,least_concern
1266,7.338,51.015,4.652,4.37,three_toed,Pale-throated sloth,6,least_concern
1267,6.968,49.156,5.496,3.76,three_toed,Pale-throated sloth,6,least_concern
1268,6.501,51.487,5.05,5.375,three_toed,Pale-throated sloth,6,least_concern
1269,8.431,50.245,3.879,4.256,three_toed,Pale-throated sloth,6,least_concern
1270,8.294,50.347,5.441,3.632,three_toed,Pale-throated sloth,6,least_concern
1271,6.745,49.661,4.369,5.884,three_toed,Pale-throated sloth,6,least_concern
1272,5.86,49.863,4.389,5.389,three_toed,Pale-throated sloth,6,least_concern
1273,6.423,48.83,5.401,3.169,three_toed,Pale-throated sloth,6,least_concern
1274,5.215,49.473,5.056,3.886,three_toed,Pale-throated sloth,6,least_concern
1275,6.416,50.135,3.733,4.086,three_toed,Pale-throated sloth,6,least_concern
1276,9.229,48.123,5.548,4.526,three_toed,Pale-throated sloth,6,least_concern
1277,8.679,48.005,4.543,3.939,three_toed,Pale-throated sloth,6,least_concern
1278,9.677,49.111,4.829,4.874,three_toed,Pale-throated sloth,6,least_concern
1279,7.511,49.463,5.608,3.468,three_toed,Pale-throated sloth,6,least_concern
1280,9.276,50.115,4.87,5.652,three_toed,Pale-throated sloth,6,least_concern
1281,7.735,49.51,3.121,5.145,three_toed,Pale-throated sloth,6,least_concern
1282,7.246,49.399,5.496,5.942,three_toed,Pale-throated sloth,6,least_concern
1283,7.555,50.802,5.16,6.317,three_toed,Pale-throated sloth,6,least_concern
1284,8.022,50.327,4.017,4.549,three_toed,Pale-throated sloth,6,least_concern
1285,7.692,50.774,3.01,6.127,three_toed,Pale-throated sloth,6,least_concern
1286,6.644,49.654,4.953,4.057,three_toed,Pale-throated sloth,6,least_concern
1287,7.745,50.346,6.631,3.981,three_toed,Pale-throated sloth,6,least_concern
1288,4.929,49.379,5.648,4.754,three_toed,Pale-throated sloth,6,least_concern
1289,7.108,49.305,5.682,4.262,three_toed,Pale-throated sloth,6,least_concern
1290,8.139,49.842,4.522,3.574,three_toed,Pale-throated sloth,6,least_concern
1291,7.43,47.35,3.264,4.39,three_toed,Pale-throated sloth,6,least_concern
1292,8.078,49.279,4.43,5.981,three_toed,Pale-throated sloth,6,least_concern
1293,7.641,50.406,6.781,6.358,three_toed,Pale-throated sloth,6,least_concern
1294,8.022,50.643,6.251,3.827,three_toed,Pale-throated sloth,6,least_concern
1295,6.719,50.151,4.976,5.01,three_toed,Pale-throated sloth,6,least_concern
1296,10.138,49.534,3.714,5.052,three_toed,Pale-throated sloth,6,least_concern
1297,7.445,50.41,5.08,4.2,three_toed,Pale-throated sloth,6,least_concern
1298,7.068,51.746,5.049,5.014,three_toed,Pale-throated sloth,6,least_concern
1299,7.665,48.797,3.048,5.546,three_toed,Pale-throated sloth,6,least_concern
1300,8.834,51.36,5.006,3.049,three_toed,Pale-throated sloth,6,least_concern
1301,7.701,50.302,6.119,4.134,three_toed,Pale-throated sloth,6,least_concern
1302,8.472,50.725,5.052,3.489,three_toed,Pale-throated sloth,6,least_concern
1303,8.264,51.388,6.282,4.688,three_toed,Pale-throated sloth,6,least_concern
1304,8.245,49.46,4.69,4.938,three_toed,Pale-throated sloth,6,least_concern
1305,9.542,50.08,5.436,4.126,three_toed,Pale-throated sloth,6,least_concern
1306,7.146,51.245,4.886,5.393,three_toed,Pale-throated sloth,6,least_concern
1307,8.682,50.116,3.925,4.927,three_toed,Pale-throated sloth,6,least_concern
1308,7.421,49.463,5.948,5.155,three_toed,Pale-throated sloth,6,least_concern
1309,6.176,50.134,3.332,3.54,three_toed,Pale-throated sloth,6,least_concern
1310,7.772,50.637,4.008,5.484,three_toed,Pale-throated sloth,6,least_concern
1311,7.341,50.998,5.443,5.705,three_toed,Pale-throated sloth,6,least_concern
1312,7.017,51.299,6.833,4.539,three_toed,Pale-throated sloth,6,least_concern
1313,6.089,50.194,4.139,4.917,three_toed,Pale-throated sloth,6,least_concern
1314,6.038,48.548,4.858,5.195,three_toed,Pale-throated sloth,6,least_concern
1315,7.799,51.299,4.982,3.681,three_toed,Pale-throated sloth,6,least_concern
1316,7.325,49.121,6.324,2.601,three_toed,Pale-throated sloth,6,least_concern
1317,6.363,49.305,3.148,4.989,three_toed,Pale-throated sloth,6,least_concern
1318,5.856,49.308,4.884,5.201,three_toed,Pale-throated sloth,6,least_concern
1319,8.421,50.674,5.908,4.155,three_toed,Pale-throated sloth,6,least_concern
1320,7.172,49.686,4.793,5.377,three_toed,Pale-throated sloth,6,least_concern
1321,8.711,48.68,4.889,3.918,three_toed,Pale-throated sloth,6,least_concern
1322,8.997,49.621,4.854,3.328,three_toed,Pale-throated sloth,6,least_concern
1323,7.079,49.18,5.406,6.154,three_toed,Pale-throated sloth,6,least_concern
1324,8.374,50.19,5.537,4.997,three_toed,Pale-throated sloth,6,least_concern
1325,6.774,50.116,3.701,4.116,three_toed,Pale-throated sloth,6,least_concern
1326,9.118,51.046,4.093,3.389,three_toed,Pale-throated sloth,6,least_concern
1327,7.266,50.201,5.494,6.906,three_toed,Pale-throated sloth,6,least_concern
1328,6.66,51.454,3.94,5.597,three_toed,Pale-throated sloth,6,least_concern
1329,6.454,49.172,4.434,5.351,three_toed,Pale-throated sloth,6,least_concern
1330,8.662,50.566,4.818,4.898,three_toed,Pale-throated sloth,6,least_concern
1331,7.682,49.406,4.164,5.519,three_toed,Pale-throated sloth,6,least_concern
1332,8.583,49.615,3.024,4.08,three_toed,Pale-throated sloth,6,least_concern
1333,5.765,49.636,5.609,3.231,three_toed,Pale-throated sloth,6,least_concern
1334,9.091,52.169,5.855,3.455,three_toed,Pale-throated sloth,6,least_concern
1335,6.632,50.913,4.602,6.153,three_toed,Pale-throated sloth,6,least_concern
1336,8.098,50.483,5.194,7.028,three_toed,Pale-throated sloth,6,least_concern
1337,6.08,50.882,5.491,4.879,three_toed,Pale-throated sloth,6,least_concern
1338,7.051,50.782,4.823,4.874,three_toed,Pale-throated sloth,6,least_concern
1339,7.179,50.525,4.546,5.052,three_toed,Pale-throated sloth,6,least_concern
1340,8.928,50.601,4.404,5.547,three_toed,Pale-throated sloth,6,least_concern
1341,7.851,50.371,6.065,4.641,three_toed,Pale-throated sloth,6,least_concern
1342,6.685,50.116,5.892,5.341,three_toed,Pale-throated sloth,6,least_concern
1343,7.047,49.163,5.079,3.752,three_toed,Pale-throated sloth,6,least_concern
1344,7.256,52.371,6.453,4.18,three_toed,Pale-throated sloth,6,least_concern
1345,5.236,50.641,4.369,4.917,three_toed,Pale-throated sloth,6,least_concern
1346,8.395,49.527,6.77,4.028,three_toed,Pale-throated sloth,6,least_concern
1347,7.919,50.22,3.918,4.815,three_toed,Pale-throated sloth,6,least_concern
1348,8.601,49.438,3.824,3.876,three_toed,Pale-throated sloth,6,least_concern
1349,7.09,50.932,4.686,5.082,three_toed,Pale-throated sloth,6,least_concern
1350,7.099,48.852,3.352,3.959,three_toed,Pale-throated sloth,6,least_concern
1351,7.19,50.092,5.258,6.108,three_toed,Pale-throated sloth,6,least_concern
1352,6.326,49.545,3.964,3.17,three_toed,Pale-throated sloth,6,least_concern
1353,7.712,49.611,4.21,4.162,three_toed,Pale-throated sloth,6,least_concern
1354,8.448,50.152,5.855,3.177,three_toed,Pale-throated sloth,6,least_concern
1355,7.974,50.22,7.566,5.056,three_toed,Pale-throated sloth,6,least_concern
1356,8.713,47.519,6.03,4.677,three_toed,Pale-throated sloth,6,least_concern
1357,7.843,48.95,4.756,4.84,three_toed,Pale-throated sloth,6,least_concern
1358,7.929,49.317,5.75,4.981,three_toed,Pale-throated sloth,6,least_concern
1359,7.22,51.893,3.601,4.794,three_toed,Pale-throated sloth,6,least_concern
1360,9.154,49.685,4.477,6.167,three_toed,Pale-throated sloth,6,least_concern
1361,8.13,49.706,4.671,4.154,three_toed,Pale-throated sloth,6,least_concern
1362,9.915,50.542,6.027,4.238,three_toed,Pale-throated sloth,6,least_concern
1363,6.526,50.323,4.888,4.312,three_toed,Pale-throated sloth,6,least_concern
1364,7.249,49.811,5.042,5.852,three_toed,Pale-throated sloth,6,least_concern
1365,7.15,50.16,5.29,5.314,three_toed,Pale-throated sloth,6,least_concern
1366,6.525,49.274,5.253,5.034,three_toed,Pale-throated sloth,6,least_concern
1367,8.706,51.523,4.689,4.552,three_toed,Pale-throated sloth,6,least_concern
1368,7.116,50.376,5.077,5.001,three_toed,Pale-throated sloth,6,least_concern
1369,8.209,50.598,4.356,3.677,three_toed,Pale-throated sloth,6,least_concern
1370,8.078,50.447,6.24,6.578,three_toed,Pale-throated sloth,6,least_concern
1371,10.151,48.502,4.291,5.788,three_toed,Pale-throated sloth,6,least_concern
1372,8.739,50.283,3.119,4.498,three_toed,Pale-throated sloth,6,least_concern
1373,7.625,50.358,5.805,4.903,three_toed,Pale-throated sloth,6,least_concern
1374,8.774,50.541,5.149,5.621,three_toed,Pale-throated sloth,6,least_concern
1375,6.888,48.843,6.025,4.99,three_toed,Pale-throated sloth,6,least_concern
1376,8.786,50.844,6.186,5.015,three_toed,Pale-throated sloth,6,least_concern
1377,8.618,48.218,5.964,3.556,three_toed,Pale-throated sloth,6,least_concern
1378,8.153,50.961,5.059,5.27,three_toed,Pale-throated sloth,6,least_concern
1379,7.262,52.008,5.089,4.323,three_toed,Pale-throated sloth,6,least_concern
1380,8.499,50.552,4.186,4.697,three_toed,Pale-throated sloth,6,least_concern
1381,8.214,51.108,4.946,4.752,three_toed,Pale-throated sloth,6,least_concern
1382,6.525,49.835,3.59,2.673,three_toed,Pale-throated sloth,6,least_concern
1383,7.626,51.657,5.773,5.431,three_toed,Pale-throated sloth,6,least_concern
1384,7.15,49.968,6.082,4.438,three_toed,Pale-throated sloth,6,least_concern
1385,7.375,48.076,5.908,5.081,three_toed,Pale-throated sloth,6,least_concern
1386,7.628,49.988,4.425,4.264,three_toed,Pale-throated sloth,6,least_concern
1387,7.926,48.478,5.199,3.395,three_toed,Pale-throated sloth,6,least_concern
1388,7.696,49.155,3.597,3.165,three_toed,Pale-throated sloth,6,least_concern
1389,7.569,51.55,4.116,5.205,three_toed,Pale-throated sloth,6,least_concern
1390,7.753,51.316,4.57,3.873,three_toed,Pale-throated sloth,6,least_concern
1391,9.432,51.167,3.803,4.644,three_toed,Pale-throated sloth,6,least_concern
1392,6.486,51.246,3.626,3.822,three_toed,Pale-throated sloth,6,least_concern
1393,7.795,51.271,6.425,4.629,three_toed,Pale-throated sloth,6,least_concern
1394,7.475,50.231,4.833,5.467,three_toed,Pale-throated sloth,6,least_concern
1395,6.232,49.206,4.595,5.34,three_toed,Pale-throated sloth,6,least_concern
1396,7.124,50.323,4.917,3.7,three_toed,Pale-throated sloth,6,least_concern
1397,5.024,49.995,6.376,2.792,three_toed,Pale-throated sloth,6,least_concern
1398,8.014,49.947,5.792,3.718,three_toed,Pale-throated sloth,6,least_concern
1399,8.093,50.12,5.388,3.97,three_toed,Pale-throated sloth,6,least_concern
1400,8.079,51.625,5.061,5.53,three_toed,Pale-throated sloth,6,least_concern
1401,7.547,50.035,5.318,5.129,three_toed,Pale-throated sloth,6,least_concern
1402,7.438,50.059,5.46,4.746,three_toed,Pale-throated sloth,6,least_concern
1403,7.959,49.794,4.643,5.603,three_toed,Pale-throated sloth,6,least_concern
1404,8.531,48.429,4.258,4.016,three_toed,Pale-throated sloth,6,least_concern
1405,8.208,49.035,5.835,4.449,three_toed,Pale-throated sloth,6,least_concern
1406,6.873,48.45,3.834,7.008,three_toed,Pale-throated sloth,6,least_concern
1407,7.344,51.27,4.982,5.3,three_toed,Pale-throated sloth,6,least_concern
1408,5.642,51.918,5.538,4.099,three_toed,Pale-throated sloth,6,least_concern
1409,8.324,48.961,6.307,6.082,three_toed,Pale-throated sloth,6,least_concern
1410,5.294,50.337,5.362,4.398,three_toed,Pale-throated sloth,6,least_concern
1411,9.131,48.962,3.964,3.315,three_toed,Pale-throated sloth,6,least_concern
1412,6.698,49.443,3.494,4.931,three_toed,Pale-throated sloth,6,least_concern
1413,5.919,49.421,5.357,3.436,three_toed,Pale-throated sloth,6,least_concern
1414,7.35,51.033,6.622,5.518,three_toed,Pale-throated sloth,6,least_concern
1415,7.172,50.472,4.107,3.842,three_toed,Pale-throated sloth,6,least_concern
1416,9.149,49.191,5.013,4.874,three_toed,Pale-throated sloth,6,least_concern
1417,9.245,49.248,5.365,4.596,three_toed,Pale-throated sloth,6,least_concern
1418,6.817,49.896,6.504,5.919,three_toed,Pale-throated sloth,6,least_concern
1419,7.385,49.567,4.806,2.978,three_toed,Pale-throated sloth,6,least_concern
1420,6.961,48.297,4.628,5.546,three_toed,Pale-throated sloth,6,least_concern
1421,8.743,49.316,4.337,4.036,three_toed,Pale-throated sloth,6,least_concern
1422,5.944,50.334,5.337,2.992,three_toed,Pale-throated sloth,6,least_concern
1423,8.796,50.154,3.876,4.143,three_toed,Pale-throated sloth,6,least_concern
1424,7.321,49.14,4.968,3.704,three_toed,Pale-throated sloth,6,least_concern
1425,7.671,49.719,6.95,3.866,three_toed,Pale-throated sloth,6,least_concern
1426,6.01,48.016,4.754,4.674,three_toed,Pale-throated sloth,6,least_concern
1427,7.831,49.375,5.977,4.657,three_toed,Pale-throated sloth,6,least_concern
1428,7.806,50.431,2.946,3.309,three_toed,Pale-throated sloth,6,least_concern
1429,8.057,51.09,2.643,4.123,three_toed,Pale-throated sloth,6,least_concern
1430,8.788,51.465,5.944,4.553,three_toed,Pale-throated sloth,6,least_concern
1431,7.715,49.651,5.465,5.237,three_toed,Pale-throated sloth,6,least_concern
1432,9.189,49.021,4.958,4.602,three_toed,Pale-throated sloth,6,least_concern
1433,7.478,49.421,5.373,4.655,three_toed,Pale-throated sloth,6,least_concern
1434,7.691,52.05,1.238,4.552,three_toed,Pale-throated sloth,6,least_concern
1435,6.204,50.499,3.246,4.895,three_toed,Pale-throated sloth,6,least_concern
1436,8.39,49.103,5.321,5.062,three_toed,Pale-throated sloth,6,least_concern
1437,7.031,49.484,4.665,3.663,three_toed,Pale-throated sloth,6,least_concern
1438,7.72,49.743,6.541,6.265,three_toed,Pale-throated sloth,6,least_concern
1439,8.184,50.205,6.968,6.206,three_toed,Pale-throated sloth,6,least_concern
1440,7.726,49.561,5.233,4.218,three_toed,Pale-throated sloth,6,least_concern
1441,7.177,49.321,4.292,3.424,three_toed,Pale-throated sloth,6,least_concern
1442,5.419,50.503,4.075,4.489,three_toed,Pale-throated sloth,6,least_concern
1443,8.429,48.941,2.922,2.496,three_toed,Pale-throated sloth,6,least_concern
1444,7.042,52.359,6.983,3.861,three_toed,Pale-throated sloth,6,least_concern
1445,8.817,49.427,5.412,3.497,three_toed,Pale-throated sloth,6,least_concern
1446,9.046,50.554,5.018,4.946,three_toed,Pale-throated sloth,6,least_concern
